;origin;destination;departure;drone
4305;(9.769848418515595, 52.38286914632805);(9.82143617535569, 52.37418239737038);01:23:02.95;M600
4306;(9.813240677676495, 52.35183572861527);(9.688591239388902, 52.38863991227651);01:23:04.11;W178
4307;(9.691968323858944, 52.3555650761216);(9.659789408176295, 52.384364595514);01:23:05.27;Amzn
4308;(9.836216482943959, 52.33052044983669);(9.741954386523494, 52.41828244280371);01:23:06.43;M600
4309;(9.713476570458635, 52.33452128404658);(9.685376365395406, 52.382322966043695);01:23:07.58;M600
4310;(9.672886132828056, 52.310304073812716);(9.799737264690497, 52.38339198743271);01:23:08.74;M600
4311;(9.723754614252828, 52.36105216834633);(9.691076025754477, 52.386806990087806);01:23:09.90;W178
4312;(9.766074803239253, 52.30989311162995);(9.755139250170021, 52.36804729699886);01:23:11.05;M600
4313;(9.682966877083759, 52.32183692847273);(9.766877023315889, 52.422043046191426);01:23:12.21;M600
4314;(9.84020659587913, 52.320898182641706);(9.705841533758633, 52.39660706074403);01:23:13.37;Amzn
4315;(9.65593495892526, 52.38247499994812);(9.703852923656116, 52.42325536882773);01:23:14.53;Amzn
4316;(9.721084640664223, 52.33115689789154);(9.803076650911683, 52.325749387834094);01:23:15.68;M600
4317;(9.765328116749696, 52.34816758323877);(9.81613445409672, 52.33931711087892);01:23:16.84;M600
4318;(9.734025691520982, 52.35307217644582);(9.651481456747883, 52.32016700408482);01:23:18.00;Amzn
4319;(9.838580316692063, 52.30562484845628);(9.760583516036705, 52.37652459269927);01:23:19.16;M600
4320;(9.65049128436488, 52.408749406654444);(9.780085623196374, 52.43394939155575);01:23:20.31;M600
4321;(9.727269697880795, 52.4362711103478);(9.769578096136788, 52.43121994613874);01:23:21.47;M600
4322;(9.842581454445801, 52.408225965241506);(9.805003496722582, 52.35753188544646);01:23:22.63;M600
4323;(9.713200182685888, 52.38118250044334);(9.70092812335098, 52.31140875966542);01:23:23.78;Amzn
4324;(9.679120136474465, 52.34169952920635);(9.665865837146244, 52.428627169581056);01:23:24.94;Amzn
4325;(9.842019583828472, 52.321569755772664);(9.833500404239082, 52.40002018755185);01:23:26.10;W178
4326;(9.813757300085983, 52.300349325837445);(9.801574784798921, 52.42945598557962);01:23:27.26;M600
4327;(9.758327261079454, 52.38127073562305);(9.728743989986068, 52.41309964360618);01:23:28.41;Amzn
4328;(9.672523216956469, 52.377874707823906);(9.687039494101365, 52.32697381880113);01:23:29.57;Amzn
4329;(9.800144103483117, 52.33755627392795);(9.82983989448908, 52.43404186442859);01:23:30.73;M600
4330;(9.65981602932811, 52.30691089606621);(9.699685740673738, 52.34400732051235);01:23:31.88;M600
4331;(9.827674947005274, 52.30300321341014);(9.670750383701948, 52.37232097904203);01:23:33.04;M600
4332;(9.64409763902328, 52.398575979479936);(9.752460926715122, 52.33568046956188);01:23:34.20;Amzn
4333;(9.787311617400297, 52.35665727040243);(9.655035117890717, 52.40279946494157);01:23:35.36;M600
4334;(9.792077100164851, 52.40490580904376);(9.665015554668287, 52.315028777297535);01:23:36.51;Amzn
4335;(9.703073840468218, 52.379081924809824);(9.79951629877667, 52.34017058298522);01:23:37.67;W178
4336;(9.808946411116803, 52.37825886099472);(9.747749077369244, 52.40038267973476);01:23:38.83;Amzn
4337;(9.679833964562246, 52.38046315045725);(9.679014879430628, 52.40056864426352);01:23:39.99;M600
4338;(9.79594280694124, 52.361353130155194);(9.646622067865723, 52.36873932397939);01:23:41.14;Amzn
4339;(9.653155335288872, 52.31161946559676);(9.805708085495956, 52.35358686978258);01:23:42.30;W178
4340;(9.77503970466604, 52.43254166459233);(9.654747135966577, 52.364670792913635);01:23:43.46;M600
4341;(9.684943123262133, 52.33482247874003);(9.720930817281708, 52.34785229241427);01:23:44.61;M600
4342;(9.795785005757331, 52.33426702571054);(9.828535431936533, 52.43225110922166);01:23:45.77;Amzn
4343;(9.787063060644849, 52.4382380419137);(9.743496799812098, 52.37037875721389);01:23:46.93;Amzn
4344;(9.823812898228747, 52.324447722537634);(9.754377579439431, 52.35325017032001);01:23:48.09;Amzn
4345;(9.762532094464552, 52.40095153651502);(9.786109296410036, 52.324450169174675);01:23:49.24;Amzn
4346;(9.798674501873862, 52.32236909737122);(9.685083070418877, 52.43722078801164);01:23:50.40;M600
4347;(9.834791909239438, 52.33130549756807);(9.742346564836193, 52.3880062493229);01:23:51.56;M600
4348;(9.700630418635491, 52.348226680706404);(9.65500670813104, 52.33043296001575);01:23:52.71;Amzn
4349;(9.729542542232112, 52.3865798963235);(9.688623606145345, 52.38565624976334);01:23:53.87;M600
4350;(9.692571102512035, 52.40600661707689);(9.71878715793757, 52.3537330176155);01:23:55.03;Amzn
4351;(9.701226395940095, 52.35114479292854);(9.841152731080543, 52.41251967535553);01:23:56.19;W178
4352;(9.811349882234026, 52.383187077207474);(9.832010204375358, 52.429870846492975);01:23:57.34;Amzn
4353;(9.70705103450856, 52.31310568632539);(9.657426099572486, 52.33472539262224);01:23:58.50;M600
4354;(9.755178490262272, 52.32015627574108);(9.680323181347664, 52.30072332943073);01:23:59.66;M600
4355;(9.767171418288228, 52.4259628563694);(9.835986494347122, 52.372184530509806);01:24:00.82;M600
4356;(9.83045780923788, 52.36908319666183);(9.842803330323596, 52.354769355621706);01:24:01.97;M600
4357;(9.715159498478004, 52.411329664515534);(9.66000314621911, 52.37005639112102);01:24:03.13;M600
4358;(9.782464996711107, 52.395672282725904);(9.711956321731265, 52.32584662163053);01:24:04.29;Amzn
4359;(9.81327115546311, 52.330572785228924);(9.818718558451607, 52.38790261680588);01:24:05.44;M600
4360;(9.728085972849916, 52.40507045085788);(9.742149926085391, 52.374439555405395);01:24:06.60;M600
4361;(9.727016314446914, 52.39340767624982);(9.705036450442492, 52.41096822111969);01:24:07.76;Amzn
4362;(9.667341582544264, 52.31873097410648);(9.675144781184134, 52.40738568232458);01:24:08.92;Amzn
4363;(9.827278157067022, 52.344876068043284);(9.777720590586974, 52.3944809644137);01:24:10.07;Amzn
4364;(9.81992555153189, 52.43609895964059);(9.742915119087945, 52.36633576161107);01:24:11.23;Amzn
4365;(9.681794402301593, 52.30305104856895);(9.702228602917609, 52.3043880711921);01:24:12.39;Amzn
4366;(9.643272124329235, 52.42938580381134);(9.80834997002203, 52.41495898325994);01:24:13.54;M600
4367;(9.653797009059154, 52.37736954872983);(9.819099908988363, 52.33067771400081);01:24:14.70;M600
4368;(9.716001407251289, 52.411985685152686);(9.74122094349712, 52.328088461476796);01:24:15.86;M600
4369;(9.801488237702047, 52.36899527172218);(9.767191403603464, 52.39647650335612);01:24:17.02;M600
4370;(9.77313767986844, 52.401310124776124);(9.733198648690902, 52.40239468203047);01:24:18.17;W178
4371;(9.71270963949397, 52.40208250226274);(9.653101379414176, 52.317486077452976);01:24:19.33;Amzn
4372;(9.826268613103872, 52.318128962090405);(9.69230351945245, 52.30777080383809);01:24:20.49;W178
4373;(9.787528927055043, 52.368163004537294);(9.745746190463933, 52.30796437132514);01:24:21.64;M600
4374;(9.666181672205754, 52.30258938838358);(9.687979813743723, 52.309582923459736);01:24:22.80;W178
4375;(9.651969361661944, 52.33219934822754);(9.733130587458628, 52.403819417223644);01:24:23.96;Amzn
4376;(9.815242573591052, 52.42084469838163);(9.8346278912687, 52.33502091990866);01:24:25.12;W178
4377;(9.741261494889734, 52.39214351281341);(9.650904170882033, 52.33036477227505);01:24:26.27;Amzn
4378;(9.76095970475487, 52.43320044899062);(9.832830133775275, 52.37058511340736);01:24:27.43;Amzn
4379;(9.786223702397095, 52.41974025371659);(9.644890436280843, 52.43780756068108);01:24:28.59;Amzn
4380;(9.646046828934866, 52.326830781914666);(9.652107992855292, 52.34398093785495);01:24:29.75;M600
4381;(9.726089122797337, 52.41617281296531);(9.816997300523328, 52.39511580514633);01:24:30.90;M600
4382;(9.703232549631283, 52.4100420113104);(9.664480862023884, 52.30365121935322);01:24:32.06;Amzn
4383;(9.669098178519201, 52.30770042784838);(9.796863040499794, 52.33127087442561);01:24:33.22;M600
4384;(9.72569704659165, 52.39521539498853);(9.755743639541366, 52.31269506916909);01:24:34.37;W178
4385;(9.733229929907003, 52.41361125546538);(9.814314095501379, 52.31329587035489);01:24:35.53;Amzn
4386;(9.79876050179189, 52.402166384253654);(9.722913420146305, 52.36263757608206);01:24:36.69;M600
4387;(9.65289221142853, 52.43297809685473);(9.763221162018052, 52.423031021507796);01:24:37.85;W178
4388;(9.79798681240858, 52.40270012302036);(9.73987807115721, 52.43292507908288);01:24:39.00;M600
4389;(9.759889453558442, 52.40985809097157);(9.699695551006393, 52.4010388808448);01:24:40.16;M600
4390;(9.700469221330673, 52.37242904704111);(9.669297768045876, 52.384720413574435);01:24:41.32;W178
4391;(9.768468609710892, 52.415792885531275);(9.698043714484713, 52.3399979222127);01:24:42.47;Amzn
4392;(9.695534432948673, 52.41115675190345);(9.756336925422032, 52.32758644494771);01:24:43.63;W178
4393;(9.70415175128959, 52.376869969281636);(9.767851869241495, 52.3224020014837);01:24:44.79;M600
4394;(9.679625818670894, 52.363463542013804);(9.651713180423078, 52.33080361576227);01:24:45.95;W178
4395;(9.805117564574813, 52.33264882990639);(9.680545449933883, 52.404005245572016);01:24:47.10;M600
4396;(9.676567012915394, 52.394842717977475);(9.804898753863421, 52.37777783214818);01:24:48.26;M600
4397;(9.813260314098676, 52.42941878885643);(9.66445233484998, 52.327929172503836);01:24:49.42;Amzn
4398;(9.691064273350463, 52.370241273899836);(9.737813900200141, 52.388077062702635);01:24:50.58;M600
4399;(9.759738302649998, 52.322921290053394);(9.748742340423528, 52.3114694694114);01:24:51.73;W178
4400;(9.659092624651876, 52.38938974026419);(9.76504091901004, 52.42061381274432);01:24:52.89;Amzn
4401;(9.658311246455794, 52.33154404700025);(9.752782167708878, 52.42095735947178);01:24:54.05;M600
4402;(9.719414002606447, 52.30892282993841);(9.8215900273786, 52.38759591045398);01:24:55.20;M600
4403;(9.827044724964132, 52.39193472956465);(9.75297443135797, 52.32816254352065);01:24:56.36;M600
4404;(9.648160372113363, 52.35223427425226);(9.657832639621853, 52.34508550437472);01:24:57.52;Amzn
4405;(9.718769280361414, 52.40531810421788);(9.754431065531437, 52.3923221039265);01:24:58.68;Amzn
4406;(9.667098365650574, 52.371335619186404);(9.780802649592944, 52.34029792390134);01:24:59.83;Amzn
4407;(9.79350071898672, 52.29911378012343);(9.696319525826304, 52.43028838125507);01:25:00.99;Amzn
4408;(9.769703559913577, 52.39058006238407);(9.702099948791282, 52.408751283109126);01:25:02.15;Amzn
4409;(9.814184541044055, 52.40553281699923);(9.666982941632186, 52.39707998019937);01:25:03.30;Amzn
4410;(9.752958311529497, 52.366729120512694);(9.731961141902485, 52.40668298560988);01:25:04.46;Amzn
4411;(9.753427548367824, 52.31052733569339);(9.661929369377727, 52.38477110049232);01:25:05.62;W178
4412;(9.797055127098508, 52.397270983402194);(9.797311847557273, 52.40889017479822);01:25:06.78;M600
4413;(9.842981538538773, 52.37287909215995);(9.710970020499484, 52.39952349870457);01:25:07.93;W178
4414;(9.683991557068392, 52.31656514093311);(9.805404459117808, 52.332722074951214);01:25:09.09;Amzn
4415;(9.723613456015267, 52.40491733575032);(9.763732217568887, 52.326459012843785);01:25:10.25;Amzn
4416;(9.7172188446354, 52.41059360465465);(9.826858398741168, 52.39056748889408);01:25:11.41;W178
4417;(9.689786816313907, 52.40287827433753);(9.822639182281618, 52.41287592354727);01:25:12.56;M600
4418;(9.7308270387453, 52.316823049124224);(9.748615550733387, 52.36996508286729);01:25:13.72;M600
4419;(9.82577144918916, 52.31871575851854);(9.812304459027473, 52.424370009005514);01:25:14.88;Amzn
4420;(9.726652450189265, 52.36070106839398);(9.716436993389369, 52.370917121881064);01:25:16.03;M600
4421;(9.838735944190079, 52.40031353337704);(9.78087053359317, 52.40492021554124);01:25:17.19;M600
4422;(9.71451655347965, 52.395058893877355);(9.758529276299662, 52.388898993765594);01:25:18.35;Amzn
4423;(9.785524216476826, 52.42621046388811);(9.807719467041368, 52.417877491628026);01:25:19.51;M600
4424;(9.749573092841965, 52.32318336479585);(9.705375532880119, 52.43173460916168);01:25:20.66;W178
4425;(9.718697697245785, 52.377082749354464);(9.79663777200918, 52.355201843453266);01:25:21.82;M600
4426;(9.820700212045706, 52.34335504347182);(9.670225421279351, 52.3670896515665);01:25:22.98;M600
4427;(9.649382856077056, 52.4282379178988);(9.71446080444913, 52.408014069379924);01:25:24.13;M600
4428;(9.837505199455673, 52.29937050191466);(9.670206479501719, 52.34016365767213);01:25:25.29;Amzn
4429;(9.781576787672059, 52.3878268111757);(9.647616455787025, 52.41840165124279);01:25:26.45;M600
4430;(9.80396539223011, 52.38114527884984);(9.706114156706398, 52.435635220209114);01:25:27.61;W178
4431;(9.774629378749754, 52.386224476443516);(9.695104327825625, 52.307988650398556);01:25:28.76;Amzn
4432;(9.710101076963108, 52.32609168394502);(9.806503637401788, 52.36514446159668);01:25:29.92;M600
4433;(9.6457169211691, 52.35977586107323);(9.674674284262702, 52.37739737610955);01:25:31.08;Amzn
4434;(9.831714219400936, 52.40423145548198);(9.78315968478046, 52.43150546389396);01:25:32.23;M600
4435;(9.785724983675276, 52.36555718512601);(9.814586194656714, 52.37364582700975);01:25:33.39;Amzn
4436;(9.768665439067938, 52.43577618697943);(9.706127733560576, 52.395611817545955);01:25:34.55;M600
4437;(9.749021024902458, 52.34146156898143);(9.66893856968911, 52.30521926692182);01:25:35.71;Amzn
4438;(9.701465376677854, 52.310283038184664);(9.734101126329252, 52.384020143630124);01:25:36.86;Amzn
4439;(9.80383822900812, 52.41712944577313);(9.753481164717403, 52.32385008719002);01:25:38.02;Amzn
4440;(9.684803620093692, 52.3601850911496);(9.715763049046776, 52.38098241706579);01:25:39.18;M600
4441;(9.79076828017621, 52.41630753170697);(9.703824902985433, 52.38227769978095);01:25:40.34;M600
4442;(9.808944662000766, 52.39550813074422);(9.768664608983572, 52.40651172055783);01:25:41.49;Amzn
4443;(9.667454168532112, 52.359032312968615);(9.673119839616133, 52.38336820133431);01:25:42.65;M600
4444;(9.726474254224424, 52.32623224673208);(9.737477066795178, 52.337599857888776);01:25:43.81;M600
4445;(9.713143343543411, 52.42347261754808);(9.725375589376224, 52.35063668180069);01:25:44.96;M600
4446;(9.823300099884642, 52.43276800639149);(9.739049953103475, 52.348044734575986);01:25:46.12;W178
4447;(9.806004306234982, 52.36934044184915);(9.733061317024388, 52.40439942369377);01:25:47.28;M600
4448;(9.830613404298683, 52.39889357738127);(9.747090203520383, 52.34506619813472);01:25:48.44;Amzn
4449;(9.671066724638647, 52.396348522050005);(9.693543996971428, 52.36057317561864);01:25:49.59;M600
4450;(9.649839680864075, 52.37072776916772);(9.717814927184909, 52.407909104768166);01:25:50.75;W178
4451;(9.81102806913217, 52.34752333060161);(9.72791701316773, 52.351672101848784);01:25:51.91;W178
4452;(9.764975741851256, 52.401321260096175);(9.82319535042041, 52.36769764449229);01:25:53.06;W178
4453;(9.673073008541273, 52.36697394895242);(9.749502779697302, 52.41306151606808);01:25:54.22;M600
4454;(9.82130662893056, 52.33814396132009);(9.697974871017285, 52.410379811960254);01:25:55.38;M600
4455;(9.813120751180628, 52.398031410126784);(9.699367792657618, 52.31466115710356);01:25:56.54;M600
4456;(9.827444324333843, 52.367428196971176);(9.813859305394535, 52.43018624175149);01:25:57.69;M600
4457;(9.837796184443462, 52.36062556359714);(9.680754987939789, 52.309028645477575);01:25:58.85;M600
4458;(9.72976657299898, 52.43697584404181);(9.646612585371697, 52.361601494267646);01:26:00.01;W178
4459;(9.805598617319593, 52.4126262152363);(9.751177027489584, 52.42802497581822);01:26:01.17;M600
4460;(9.834414358946084, 52.30927760926834);(9.737288413351122, 52.38483556412746);01:26:02.32;Amzn
4461;(9.709084042343338, 52.326623047285764);(9.726139879183751, 52.32265723363776);01:26:03.48;M600
4462;(9.71463320862604, 52.321406748303005);(9.7766106445918, 52.33172572296101);01:26:04.64;Amzn
4463;(9.794913086685225, 52.38093759776857);(9.820691319704702, 52.412236119150535);01:26:05.79;Amzn
4464;(9.662755055951228, 52.39949874980544);(9.774574467106431, 52.33120313817353);01:26:06.95;Amzn
4465;(9.805522857550303, 52.36470836813742);(9.736269060496987, 52.365228304027845);01:26:08.11;W178
4466;(9.821793486191956, 52.371120808178944);(9.756397422716649, 52.4120395222208);01:26:09.27;M600
4467;(9.661480332146114, 52.437217051657235);(9.676172846215058, 52.4194427911063);01:26:10.42;Amzn
4468;(9.773575331201089, 52.3174116010201);(9.668428087393048, 52.324909302635696);01:26:11.58;M600
4469;(9.843605240224257, 52.35551645209966);(9.696570704649226, 52.346172911230376);01:26:12.74;M600
4470;(9.683135758301232, 52.36027926345828);(9.729231266746153, 52.38600184218531);01:26:13.89;M600
4471;(9.808626624641258, 52.41374009049644);(9.71515937576004, 52.318005225288005);01:26:15.05;M600
4472;(9.676728213580525, 52.349298905901705);(9.7824134619811, 52.33951106249361);01:26:16.21;M600
4473;(9.669020731361224, 52.414531113282756);(9.71668008915802, 52.426100305212394);01:26:17.37;M600
4474;(9.670647196452785, 52.32507822546043);(9.662432469634188, 52.41419848630162);01:26:18.52;Amzn
4475;(9.721603298744924, 52.305252944816324);(9.669667190365047, 52.34666546124356);01:26:19.68;M600
4476;(9.73312388562889, 52.34597676573145);(9.806338505791242, 52.43056714624226);01:26:20.84;Amzn
4477;(9.824774848011348, 52.3324466047798);(9.816097043659358, 52.38606158379728);01:26:22.00;Amzn
4478;(9.824623820159525, 52.32976275964795);(9.783219776951118, 52.34100405345711);01:26:23.15;M600
4479;(9.828723192925684, 52.421824834927534);(9.691116767474732, 52.353818697127494);01:26:24.31;Amzn
4480;(9.817954569142106, 52.370672788861434);(9.65162554617746, 52.385177212012664);01:26:25.47;W178
4481;(9.823023073597568, 52.38158178104266);(9.776019674672574, 52.3707493490211);01:26:26.62;M600
4482;(9.814092724226244, 52.37040576252258);(9.692464259987666, 52.418993432845575);01:26:27.78;W178
4483;(9.789111280311591, 52.35326361012198);(9.746804235661886, 52.362972223946024);01:26:28.94;M600
4484;(9.732350631595473, 52.413308968753974);(9.83637468671147, 52.360987424953755);01:26:30.10;M600
4485;(9.684563013763883, 52.345856503629534);(9.818987628286836, 52.31577678883711);01:26:31.25;M600
4486;(9.774984805979093, 52.38730423049868);(9.816382320239347, 52.377144996574216);01:26:32.41;W178
4487;(9.802772126361315, 52.39455730519763);(9.656234335307726, 52.38888851202359);01:26:33.57;W178
4488;(9.808897603541832, 52.42792086478111);(9.67993179180149, 52.41913498451508);01:26:34.72;Amzn
4489;(9.750887269392898, 52.43535899374797);(9.83338532238275, 52.342605800308604);01:26:35.88;M600
4490;(9.832541144661542, 52.364147380662644);(9.746234785239285, 52.42257008919102);01:26:37.04;Amzn
4491;(9.666318955936053, 52.328770699260566);(9.722308137028893, 52.332921529812666);01:26:38.20;W178
4492;(9.703222823557198, 52.3674468821584);(9.737536003886124, 52.40666018005857);01:26:39.35;Amzn
4493;(9.82543196462511, 52.429088456025305);(9.8345663659491, 52.373694407115664);01:26:40.51;W178
4494;(9.660626828140556, 52.41130591066509);(9.826051326651818, 52.42020290673548);01:26:41.67;M600
4495;(9.832152442455456, 52.32324355119797);(9.793812394814394, 52.31778464127668);01:26:42.82;W178
4496;(9.712510845717418, 52.326707059331085);(9.74079585066363, 52.43327549882118);01:26:43.98;Amzn
4497;(9.71880628322451, 52.39047261878827);(9.795106872978355, 52.322578327407484);01:26:45.14;M600
4498;(9.696707885411678, 52.386055081663734);(9.794889116067933, 52.32348805578812);01:26:46.30;M600
4499;(9.801931775057382, 52.4012837274207);(9.808469896345828, 52.33793947654603);01:26:47.45;M600
4500;(9.737333213737953, 52.30731867806031);(9.71012567027298, 52.33036055923012);01:26:48.61;Amzn
4501;(9.720442574452552, 52.3094709900844);(9.772630298973715, 52.4024962510057);01:26:49.77;M600
4502;(9.815652895582344, 52.36496248772309);(9.653240617413113, 52.31870566360835);01:26:50.93;M600
4503;(9.743531736882822, 52.35766829913722);(9.664107563393832, 52.41619981483482);01:26:52.08;Amzn
4504;(9.674952212849606, 52.42933378806862);(9.709489116141391, 52.40706705545209);01:26:53.24;M600
4505;(9.71594186087523, 52.37951221515672);(9.731327541317784, 52.43028187494934);01:26:54.40;M600
4506;(9.800057477789556, 52.37352103962245);(9.796331703573806, 52.39508995804779);01:26:55.55;M600
4507;(9.70352484801043, 52.30392616300191);(9.803105984265997, 52.42073068515681);01:26:56.71;M600
4508;(9.659576444101454, 52.38475899152787);(9.821976646118626, 52.34764379928412);01:26:57.87;W178
4509;(9.763128143072716, 52.35771749376315);(9.804739817419017, 52.37411478742412);01:26:59.03;M600
4510;(9.794133921631534, 52.37076117469211);(9.685786579097542, 52.37503575332575);01:27:00.18;Amzn
4511;(9.753904662807019, 52.35691490696462);(9.667101419345437, 52.38211183447021);01:27:01.34;M600
4512;(9.821089631092978, 52.32036675664435);(9.680089250214577, 52.39072352287941);01:27:02.50;Amzn
4513;(9.71384006359666, 52.3026432852531);(9.795533159357998, 52.38583943221041);01:27:03.65;M600
4514;(9.76656999478942, 52.375426756786624);(9.704320663237826, 52.36289586858138);01:27:04.81;W178
4515;(9.656182490789334, 52.43275877792313);(9.709159817717758, 52.40920327757823);01:27:05.97;Amzn
4516;(9.722452098698819, 52.31814253908493);(9.765726596848138, 52.31667577685418);01:27:07.13;Amzn
4517;(9.687026993705656, 52.34416431316285);(9.683426620254235, 52.41284685910489);01:27:08.28;W178
4518;(9.739190744463533, 52.35145864437376);(9.680478990511766, 52.41763833041856);01:27:09.44;W178
4519;(9.742441939005152, 52.33054826947575);(9.77159896706885, 52.3155509514159);01:27:10.60;Amzn
4520;(9.736355422491508, 52.406145864885964);(9.7392879519213, 52.341508478242226);01:27:11.76;W178
4521;(9.705591453048989, 52.43048920071181);(9.69094989316039, 52.345467031560624);01:27:12.91;M600
4522;(9.727178238879446, 52.350153972239646);(9.676534008965252, 52.33923556415453);01:27:14.07;M600
4523;(9.835053543090025, 52.32526517814205);(9.767095844128967, 52.35865157411532);01:27:15.23;W178
4524;(9.732644725632921, 52.3824920546227);(9.830304994940146, 52.39217463687961);01:27:16.38;M600
4525;(9.761850811451305, 52.34692856580426);(9.653850411852098, 52.33014259174742);01:27:17.54;Amzn
4526;(9.760690624565731, 52.299325590390815);(9.738983495757122, 52.401423039900834);01:27:18.70;M600
4527;(9.795817571439901, 52.3700437850878);(9.711268302158135, 52.338970127076145);01:27:19.86;Amzn
4528;(9.833264517706237, 52.387169800523566);(9.790395968120878, 52.36481277261106);01:27:21.01;W178
4529;(9.776860732915393, 52.42364430184854);(9.70615832286923, 52.40409994452026);01:27:22.17;W178
4530;(9.839154056705688, 52.31083844087253);(9.739913483914544, 52.365855253759534);01:27:23.33;W178
4531;(9.82768307703447, 52.29811872302473);(9.822172296538453, 52.423780541539394);01:27:24.48;Amzn
4532;(9.781415347122353, 52.42493505741701);(9.672321955119042, 52.33442438136781);01:27:25.64;M600
4533;(9.757205089733082, 52.36712438057744);(9.655707221986308, 52.43283866352744);01:27:26.80;M600
4534;(9.646892293073481, 52.33552496914875);(9.672045890078428, 52.39948480100508);01:27:27.96;Amzn
4535;(9.801249870331548, 52.330701485275625);(9.786697708982803, 52.37695371394138);01:27:29.11;M600
4536;(9.789126517789143, 52.3959363229855);(9.767651445214186, 52.36942805639463);01:27:30.27;M600
4537;(9.832637689474714, 52.340136267833785);(9.7949537997554, 52.34603291618098);01:27:31.43;M600
4538;(9.75009274293188, 52.383333781433215);(9.735641226835721, 52.35545335970192);01:27:32.59;M600
4539;(9.730449823870506, 52.389579059161406);(9.814362289295795, 52.35501659421184);01:27:33.74;M600
4540;(9.791873176249707, 52.33338965386107);(9.69430228291546, 52.32112833367724);01:27:34.90;M600
4541;(9.796032957735877, 52.37454158993161);(9.691035263587485, 52.39793448288267);01:27:36.06;M600
4542;(9.645876120140318, 52.433923788406766);(9.728115519694724, 52.42819366572935);01:27:37.21;W178
4543;(9.740368830534743, 52.39170505299531);(9.827627874648234, 52.33833707366162);01:27:38.37;W178
4544;(9.780960962579577, 52.39347428886021);(9.663935042545896, 52.326265416417);01:27:39.53;W178
4545;(9.790605121382283, 52.311320942891015);(9.652841673671123, 52.3345476633992);01:27:40.69;Amzn
4546;(9.717788507803006, 52.36741569831165);(9.800122748721156, 52.417999535603386);01:27:41.84;W178
4547;(9.787533177625637, 52.338034940425075);(9.748402109463907, 52.363705803184956);01:27:43.00;M600
4548;(9.759918562177988, 52.42568630307353);(9.8372848895559, 52.410464436042474);01:27:44.16;W178
4549;(9.717972228193267, 52.33832450965826);(9.791759751110515, 52.38072264448347);01:27:45.31;W178
4550;(9.821650537066178, 52.31585067392125);(9.650135948939823, 52.33187870031622);01:27:46.47;M600
4551;(9.755387931104885, 52.33246785218061);(9.714856897082827, 52.34634384196686);01:27:47.63;M600
4552;(9.817338853366435, 52.437800266117435);(9.806622734853805, 52.312336165223726);01:27:48.79;Amzn
4553;(9.741233658980537, 52.32046079955919);(9.661375436459537, 52.37119728691404);01:27:49.94;M600
4554;(9.709732817202651, 52.31330951454711);(9.81618927429087, 52.307651948180535);01:27:51.10;M600
4555;(9.725945462052607, 52.33996858051081);(9.660187037572651, 52.39062760470565);01:27:52.26;W178
4556;(9.700911155462073, 52.35254345963754);(9.738794508444435, 52.32075395814448);01:27:53.41;Amzn
4557;(9.733724696724648, 52.42110195265856);(9.781423597523288, 52.33036030543213);01:27:54.57;Amzn
4558;(9.81713956414382, 52.420914367253);(9.690769091758343, 52.42331113254568);01:27:55.73;W178
4559;(9.747391010141373, 52.30138647296676);(9.825722647482108, 52.300682209411384);01:27:56.89;M600
4560;(9.683238446699454, 52.34462077044938);(9.692553042799828, 52.410273629353036);01:27:58.04;M600
4561;(9.757904474300618, 52.3269894563299);(9.77776786755997, 52.410635631290205);01:27:59.20;Amzn
4562;(9.68418080955878, 52.380297751388966);(9.766631718381129, 52.3463426811334);01:28:00.36;Amzn
4563;(9.743575158155085, 52.394266710081844);(9.790831272544997, 52.339382002520786);01:28:01.52;W178
4564;(9.690867040633655, 52.37044110924726);(9.735523435260523, 52.39733296423053);01:28:02.67;W178
4565;(9.785721369234661, 52.32164142572384);(9.751929278611428, 52.327706770224665);01:28:03.83;Amzn
4566;(9.64711431134802, 52.36411142245548);(9.656955184066206, 52.419758902367654);01:28:04.99;Amzn
4567;(9.705334103166411, 52.360351560066064);(9.78280709897398, 52.40638383064982);01:28:06.14;M600
4568;(9.796480917887802, 52.39771324614009);(9.750579829431068, 52.391028323762505);01:28:07.30;M600
4569;(9.784948087558329, 52.40529362955692);(9.703403037923032, 52.40628661992332);01:28:08.46;Amzn
4570;(9.744117356761066, 52.396430793870685);(9.761628339101959, 52.39717646804279);01:28:09.62;Amzn
4571;(9.789218659490823, 52.368283079161586);(9.750074746920799, 52.31667234508433);01:28:10.77;M600
4572;(9.79963115519895, 52.35740944865038);(9.817249837602752, 52.31587333105547);01:28:11.93;M600
4573;(9.773922271213914, 52.3697652847661);(9.746877279483101, 52.4276859236481);01:28:13.09;M600
4574;(9.741948942848662, 52.42720506050866);(9.648287153338401, 52.29818341071244);01:28:14.24;M600
4575;(9.83421032355848, 52.34818993670783);(9.74683857651503, 52.40531368935142);01:28:15.40;Amzn
4576;(9.806505999614314, 52.37176089906773);(9.682961315357677, 52.35794101515532);01:28:16.56;M600
4577;(9.808265704219856, 52.303530719570986);(9.67185501029776, 52.30098269778332);01:28:17.72;Amzn
4578;(9.836735092614283, 52.36765628314941);(9.778863844534069, 52.421211554339116);01:28:18.87;M600
4579;(9.819633875406796, 52.3105388426388);(9.769965377591282, 52.39363638018995);01:28:20.03;M600
4580;(9.67968347913246, 52.374040430478736);(9.716480383187157, 52.3126362802583);01:28:21.19;M600
